op,N,phi,mean,std,n,expected,metric
NeMO + FTS,200,0.175,4.5577,0.28401,10,10,prmse_fluct
NeMO + FTS,200,0.2,5.4974,0.43329,10,10,prmse_fluct
SD,200,0.025,3.6405,0.36178,10,10,prmse_fluct
SD,200,0.05,7.0681,0.65814,10,10,prmse_fluct
SD,200,0.075,12.394,0.54931,10,10,prmse_fluct
SD,200,0.1,16.216,1.0722,10,10,prmse_fluct
SD,200,0.125,20.812,1.0708,10,10,prmse_fluct
SD,200,0.15,25.205,0.65586,10,10,prmse_fluct
SD,200,0.175,29.525,0.8078,10,10,prmse_fluct
SD,200,0.2,33.191,0.78467,10,10,prmse_fluct
SD_Minf,200,0.025,0.48157,0.056162,10,10,prmse_fluct
SD_Minf,200,0.05,0.85942,0.1507,10,10,prmse_fluct
SD_Minf,200,0.075,1.3785,0.11836,10,10,prmse_fluct
SD_Minf,200,0.1,1.8336,0.17047,10,10,prmse_fluct
SD_Minf,200,0.125,2.445,0.1555,10,10,prmse_fluct
SD_Minf,200,0.15,3.465,0.26587,10,10,prmse_fluct
SD_Minf,200,0.175,4.3567,0.38624,10,10,prmse_fluct
SD_Minf,200,0.2,5.6547,0.38246,10,10,prmse_fluct
